topic_code,type,title,provider,url,duration,notes,is_primary,rank,pace,lod,breadth,dok,wida,visuals,series,prereq
3.1B,interactive,HHMI BioInteractive: The Carbon Cycle Click and Learn,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/carbon-cycle,,,yes,1,,,,,,,HHMI BioInteractive,3.3
3.1B,game,PBS Carbon Cycle Game,PBS Learning Games,https://www.pbslearningmedia.org/resource/ess05.sci.ess.watcyc.carboncycle/the-carbon-cycle/,,,yes,1,,,,,,,,3.3
3.1B,game,Plants Vs CO2 - Carbon Game,Legends of Learning Ecology,https://www.legendsoflearning.com/learning-objectives/ecosystem-stability-science-games/,,,yes,1,,,,,,,,3.3
3.1B,interactive,The Breathing Biosphere - Keeling Curve - HHMI,HHMI Click & Learn,https://www.biointeractive.org/classroom-resources/breathing-biosphere,,,yes,1,,,,,,,HHMI BioInteractive,3.3
3.1B,video,The Carbon Cycle,MinuteEarth,https://www.youtube.com/watch?v=A9Bh74m-JsA,,,yes,1,,,,,,,MinuteEarth,3.3
3.1B,video,The Carbon Cycle,Khan Academy Ecology,https://www.khanacademy.org/science/ap-biology/ecology-ap/biogeochemical-cycles/v/carbon-cycle,,,yes,1,,,,,,,,3.3
3.1B,video,The Carbon Cycle - Amoeba Sisters,Amoeba Sisters,https://www.youtube.com/watch?v=YB4gMMuHBYA,,,yes,1,,,,,,,Amoeba Sisters,3.3
3.1B,video,The Carbon Cycle - Bozeman Science,Bozeman Science Ecology,https://www.youtube.com/@baborozeman,,,yes,1,,,,,,,,3.3
3.1B,reading,The Carbon Cycle - CK-12,CK-12 Ecology,https://www.ck12.org/earth-science/carbon-cycle/,,,yes,1,,,,,,,,3.3
3.1B,reading,The Carbon Cycle - NOAA,NOAA,https://www.noaa.gov/education/resource-collections/climate/carbon-cycle,,,yes,1,,,,,,,,3.3
3.1B,video,The Carbon Cycle - TED-Ed,TED-Ed,https://www.youtube.com/watch?v=A4cPmHGegKI,,,yes,1,,,,,,,TED-Ed,3.3
3.1B,audio,How to Save a Planet: Carbon Cycle,Gimlet/Spotify,https://open.spotify.com/show/1KzrasExlM5dgMYwgFHns6,,,,2,,,,,,,,3.3
3.2,video,Ecosystem Ecology: Links in the Chain - Crash Course Ecology #7,Crash Course,https://www.youtube.com/watch?v=v6ubvEJ3KGM,,,yes,1,,,,,,,Crash Course Ecology,3.1A
3.2,game,Energy Flow Game - Legends of Learning,Legends of Learning Ecology,https://www.legendsoflearning.com/,,,yes,1,,,,,,,,3.1A
3.2,interactive,Energy Flow Interactive Model,HHMI Click & Learn,https://www.biointeractive.org/classroom-resources/energy-flow-through-ecosystems,,,yes,1,,,,,,,,3.1A
3.2,worksheet,Energy Flow Worksheet,Biology Corner Ecology,https://www.biologycorner.com/worksheets/energyflow.html,,,yes,1,,,,,,,,3.1A
3.2,worksheet,Energy Flow Worksheet - Biology Corner,Biology Corner,https://www.biologycorner.com/worksheets/energy_flow.html,,,yes,1,,,,,,,,3.1A
3.2,video,Energy Flow in Ecosystems,Bozeman Science Ecology,https://www.youtube.com/watch?v=TitrRpMUt0I,,,yes,1,,,,,,,,3.1A
3.2,game,Energy Flow in Ecosystems Game,Legends of Learning Ecology,https://www.legendsoflearning.com/learning-objectives/energy-flow/,,,yes,1,,,,,,,,3.1A
3.2,simulation,Energy Forms and Changes - PhET Simulation,PhET,https://phet.colorado.edu/en/simulations/energy-forms-and-changes,,,yes,1,,,,,,,PhET Simulations,3.1A
3.2,video,Energy Transfer in Ecosystems - Amoeba Sisters,Amoeba Sisters,https://www.youtube.com/watch?v=5hE2U2yVi24,,,yes,1,,,,,,,Amoeba Sisters,3.1A
3.2,lab,Labster Energy in Ecosystems Virtual Lab,Labster Ecology,https://www.labster.com/simulations/energy-ecosystems,,,yes,1,,,,,,,,3.1A
3.2,video,Laws of Thermodynamics - Bozeman Science,Bozeman Science Ecology,https://www.youtube.com/@baborozeman,,,yes,1,,,,,,,,3.1A
3.2,interactive,Laws of Thermodynamics Interactive: Explore energy conservation and entropy,CK-12,https://www.ck12.org/physics/laws-of-thermodynamics/,,,yes,1,,,,,,,,3.1A
3.2,lab,Thermodynamics Lab: Explore energy conservation and entropy in biological systems,Labster,https://www.labster.com/simulations/thermodynamics,,,yes,1,,,,,,,,3.1A
3.2,simulation,Energy Skate Park: Basics,PhET Ecology,https://phet.colorado.edu/en/simulations/energy-skate-park-basics,,,,2,,,,,,,,3.1A
3.2,reading,Energy in Ecosystems - LibreTexts,LibreTexts,https://bio.libretexts.org/Bookshelves/Ecology/Environmental_Science,,,,2,,,,,,,,3.1A
3.2,reading,Laws of Thermodynamics - CK-12,CK-12,https://flexbooks.ck12.org/cbook/ck-12-physics-flexbook-2.0/section/14.1/primary/lesson/first-law-of-thermodynamics-phys/,,,,2,,,,,,,,3.1A
3.2,video,Laws of Thermodynamics - Crash Course Chemistry #17,Crash Course,https://www.youtube.com/watch?v=ZsY4WcQOrfk,,,,2,,,,,,,Crash Course,3.1A
3.2,reading,Laws of Thermodynamics and Ecology,Biology LibreTexts Ecology,https://bio.libretexts.org/Bookshelves/Ecology/Environmental_Biology_(Hartline)/03%3A_Ecosystem_Ecology,,,,2,,,,,,,,3.1A
3.2,audio,Radiolab: Energy,Radiolab/WNYC,https://radiolab.org/episodes/energy,,,,2,,,,,,,,3.1A
3.2,audio,Radiolab: Energy and Ecosystems,Radiolab Environment,https://radiolab.org/,,,,2,,,,,,,,3.1A
3.3,lab,Labster - Photosynthesis Virtual Lab,Labster Ecology,https://www.labster.com/simulations/photosynthesis,,,yes,1,,,,,,,,
3.3,video,Photosynthesis - Amoeba Sisters,Amoeba Sisters,https://www.youtube.com/watch?v=CMiPYHNNg28,,,yes,1,,,,,,,Amoeba Sisters,
3.3,reading,Photosynthesis - CK-12 Biology,CK-12,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.17/primary/lesson/photosynthesis-bio/,,,yes,1,,,,,,,,
3.3,reading,Photosynthesis - CK-12 Biology,CK-12 Ecology,https://www.ck12.org/biology/photosynthesis/,,,yes,1,,,,,,,,
3.3,game,Photosynthesis Game - Legends of Learning,Legends of Learning,https://www.legendsoflearning.com/learning-objectives/photosynthesis/,,,yes,1,,,,,,,,
3.3,simulation,Photosynthesis Lab - HHMI BioInteractive,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/photosynthesis,,,yes,1,,,,,,,HHMI BioInteractive,
3.3,game,Photosynthesis Quest Game - Legends of Learning,Legends of Learning Ecology,https://www.legendsoflearning.com/,,,yes,1,,,,,,,,
3.3,worksheet,Photosynthesis Worksheet - Biology Corner,Biology Corner,https://www.biologycorner.com/worksheets/photosynthesis.html,,,yes,1,,,,,,,,
3.3,worksheet,Photosynthesis Worksheet - Biology Corner,Biology Corner Ecology,https://www.biologycorner.com/worksheets/,,,yes,1,,,,,,,,
3.3,video,Photosynthesis and Respiration - Bozeman Science,Bozeman Science Ecology,https://www.youtube.com/@baborozeman,,,yes,1,,,,,,,,
3.3,video,Why Are Leaves Green? - MinuteEarth,MinuteEarth,https://www.youtube.com/c/minuteearth,,,yes,1,,,,,,,MinuteEarth,
3.3,video,How Do Trees Transport Water 100m to Their Tops?,MinuteEarth,https://www.youtube.com/watch?v=BickMFHAZR0,,,,2,,,,,,,MinuteEarth,
3.3,reading,Photosynthesis - LibreTexts,LibreTexts,https://bio.libretexts.org/Bookshelves/Introductory_and_General_Biology,,,,2,,,,,,,,
3.3,video,Photosynthesis: Crash Course Biology #8,Crash Course,https://www.youtube.com/watch?v=sQK3Yr4Sc_k,,,,2,,,,,,,Crash Course Biology,
3.3,audio,Radiolab: Clever Plants - Photosynthesis,Radiolab Environment,https://radiolab.org/,,,,2,,,,,,,,
3.3,audio,Radiolab: Colors - Photosynthesis Segment,Radiolab/WNYC,https://radiolab.org/episodes/colors,,,,2,,,,,,,,
3.4,video,Carbon and Nitrogen Cycles - Amoeba Sisters,Amoeba Sisters,https://www.youtube.com/watch?v=nCsVOO_3EAc,,,yes,1,,,,,,,Amoeba Sisters,3.3
3.4,video,Cellular Respiration - Amoeba Sisters,Amoeba Sisters,https://www.youtube.com/watch?v=eJ9Zjc-jdys,,,yes,1,,,,,,,Amoeba Sisters,3.3
3.4,reading,Cellular Respiration - CK-12 Biology,CK-12,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.19/primary/lesson/cellular-respiration-bio/,,,yes,1,,,,,,,,3.3
3.4,reading,Cellular Respiration - CK-12 Biology,CK-12 Ecology,https://www.ck12.org/biology/cellular-respiration/,,,yes,1,,,,,,,,3.3
3.4,game,Cellular Respiration Game - Legends of Learning,Legends of Learning,https://www.legendsoflearning.com/learning-objectives/cellular-respiration/,,,yes,1,,,,,,,,3.3
3.4,game,Cellular Respiration Game - Legends of Learning,Legends of Learning Ecology,https://www.legendsoflearning.com/,,,yes,1,,,,,,,,3.3
3.4,interactive,Cellular Respiration Interactive - HHMI,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/cellular-respiration,,,yes,1,,,,,,,HHMI BioInteractive,3.3
3.4,simulation,Cellular Respiration Simulation: Visualize glucose breakdown and ATP production,PhET,https://phet.colorado.edu/en/simulations/cellular-respiration,,,yes,1,,,,,,,PhET Simulations,3.3
3.4,lab,Cellular Respiration Virtual Lab - Labster,Labster,https://www.labster.com/simulations/cellular-respiration,,,yes,1,,,,,,,,3.3
3.4,worksheet,Cellular Respiration Worksheet - Biology Corner,Biology Corner,https://www.biologycorner.com/worksheets/cellresp.html,,,yes,1,,,,,,,,3.3
3.4,worksheet,Cellular Respiration Worksheet - Biology Corner,Biology Corner Ecology,https://www.biologycorner.com/worksheets/,,,yes,1,,,,,,,,3.3
3.4,video,Cellular Respiration: Do Cells Breathe? - Crash Course Biology #27,Crash Course,https://www.youtube.com/watch?v=HeO3yagexTw,,,yes,1,,,,,,,Crash Course Biology,3.3
3.4,video,ATP and Respiration: Crash Course Biology #7,Crash Course,https://www.youtube.com/watch?v=00jbG_cfGuQ,,,,2,,,,,,,Crash Course Biology,3.3
3.4,reading,Cellular Respiration - LibreTexts,LibreTexts,https://bio.libretexts.org/Bookshelves/Introductory_and_General_Biology,,,,2,,,,,,,,3.3
3.4,simulation,Cellular Respiration Simulation - Concord Consortium,Concord Consortium,https://concord.org/teaching-with-models/,,,,2,,,,,,,,3.3
3.4,audio,Cellular Respiration: How cells release energy from glucose,Biology Bites Podcast,https://podcasts.apple.com/us/podcast/biology-bites/,,,,2,,,,,,,,3.3
3.4,video,Photosynthesis and Cellular Respiration - Crash Course Botany #5,Crash Course,https://www.pbs.org/video/photosynthesis-and-cellular-respiration-pyijro/,,,,2,,,,,,,Crash Course,3.3
3.4,audio,Radiolab: Breath,Radiolab/WNYC,https://radiolab.org/episodes/breath,,,,2,,,,,,,,3.3
3.5,game,Build a Food Web Game - PBS Learning Media,PBS Learning Games,https://www.pbslearningmedia.org/,,,yes,1,,,,,,,,3.3
3.5,worksheet,Building Ecological Pyramids Activity - HHMI,Biology Corner Ecology,https://www.biointeractive.org/classroom-resources/building-ecological-pyramids,,,yes,1,,,,,,,HHMI BioInteractive,3.3
3.5,game,EcoChains: Arctic Crisis - HHMI BioInteractive,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/ecochains-arctic-crisis,,,yes,1,,,,,,,HHMI BioInteractive,3.3
3.5,worksheet,Ecological Pyramids with Beads Activity,Biology Corner Ecology,https://www.biologycorner.com/lesson-plans/ecology/,,,yes,1,,,,,,,,3.3
3.5,lab,Ecology Lab: Trophic Levels - Labster,Labster,https://www.labster.com/simulations/ecology,,,yes,1,,,,,,,,3.3
3.5,video,Ecosystem Ecology: Links in the Chain - Crash Course Ecology #7,Crash Course,https://www.youtube.com/watch?v=v6ubvEJ3KGM,,,yes,1,,,,,,,Crash Course Ecology,3.3
3.5,reading,Food Chains and Food Webs - CK-12,CK-12,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/21.4/primary/lesson/food-chains-and-food-webs-bio/,,,yes,1,,,,,,,,3.3
3.5,simulation,Food Web Simulation - Concord Consortium,Concord Consortium,https://concord.org/teaching-with-models/food-webs/,,,yes,1,,,,,,,,3.3
3.5,interactive,Food Webs Interactive - HHMI BioInteractive,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/food-webs,,,yes,1,,,,,,,HHMI BioInteractive,3.3
3.5,video,Trophic Levels,Bozeman Science Ecology,https://www.youtube.com/watch?v=bJEToQ08k3M,,,yes,1,,,,,,,,3.3
3.5,video,Trophic Levels - Amoeba Sisters,Amoeba Sisters,https://www.youtube.com/watch?v=LJJq2dRdOkM,,,yes,1,,,,,,,Amoeba Sisters,3.3
3.5,game,Trophic Levels Game,Legends of Learning Ecology,https://www.legendsoflearning.com/learning-objectives/trophic-levels/,,,yes,1,,,,,,,,3.3
3.5,interactive,Trophic Levels Interactive,HHMI Click & Learn,https://www.biointeractive.org/classroom-resources/energy-flow-through-ecosystems,,,yes,1,,,,,,,,3.3
3.5,worksheet,Trophic Levels Worksheet - Biology Corner,Biology Corner,https://www.biologycorner.com/worksheets/trophic_levels.html,,,yes,1,,,,,,,,3.3
3.5,worksheet,Trophic Levels Worksheet - Biology Corner,Biology Corner Ecology,https://www.biologycorner.com/worksheets/ecology/,,,yes,1,,,,,,,,3.3
3.5,video,Trophic Levels and Energy Flow - Bozeman Science,Bozeman Science,http://www.bozemanscience.com/ap-es-008-energy-flow-in-ecosystems,,,yes,1,,,,,,,Bozeman Science APES,3.3
3.5,video,Trophic Levels and Energy Flow - Khan Academy,Khan Academy Ecology,https://www.khanacademy.org/science/ap-biology/ecology-ap,,,yes,1,,,,,,,,3.3
3.5,video,Trophic Levels and Food Webs - Khan Academy,,https://www.khanacademy.org/science/ap-biology/ecology-ap/trophic-levels/a/trophic-levels-review,,,yes,1,,,,,,,,3.3
3.5,reading,Trophic Levels: Who eats whom in food webs,National Geographic,https://education.nationalgeographic.org/resource/trophic-levels/,,,yes,1,,,,,,,,3.3
3.5,audio,How to Save a Planet: Who Eats Whom,How to Save a Planet,https://open.spotify.com/show/1KzrasExlM5dgMYwgFHns6,,,,2,,,,,,,,3.3
3.5,audio,Radiolab: Who Eats Whom,Radiolab/WNYC,https://radiolab.org/episodes/food-chains,,,,2,,,,,,,,3.3
3.5,simulation,Trophic Levels Energy Simulation,Concord Consortium,https://learn.concord.org/,,,,2,,,,,,,,3.3
3.6,game,Build a Food Web Game,Legends of Learning Ecology,https://www.legendsoflearning.com/learning-objectives/food-webs/,,,yes,1,,,,,,,,3.5
3.6,game,EcoChains: Arctic Crisis - Food Web Game,Ecology Games Educational,https://ecochains.org/,,,yes,1,,,,,,,,3.5
3.6,game,EcoChains: Arctic Crisis - HHMI BioInteractive,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/ecochains-arctic-crisis,,,yes,1,,,,,,,HHMI BioInteractive,3.5
3.6,game,EcoQuest: Interactions in Ecosystems,Legends of Learning Ecology,https://www.legendsoflearning.com/learning-objectives/interactions-in-ecosystems/,,,yes,1,,,,,,,,3.5
3.6,lab,Ecology Lab: Food Webs - Labster,Labster,https://www.labster.com/simulations/ecology,,,yes,1,,,,,,,,3.5
3.6,video,Ecosystem Ecology: Links in the Chain - Crash Course Ecology #7,Crash Course,https://www.youtube.com/watch?v=v6ubvEJ3KGM,,,yes,1,,,,,,,Crash Course Ecology,3.5
3.6,video,Ecosystem Ecology: Links in the Chain - Crash Course Ecology #7,Crash Course Ecology,https://www.youtube.com/watch?v=v6ubvEJ3KGM&list=PL8dPuuaLjXtNdTKZkV_GiIYXpV9w4WxbX,,,yes,1,,,,,,,Crash Course Ecology,3.5
3.6,simulation,Energy Flow Through Ecosystems - Click and Learn,HHMI BioInteractive Simulations,https://www.biointeractive.org/classroom-resources/energy-flow-through-ecosystems,,,yes,1,,,,,,,,3.5
3.6,interactive,Exploring Biomass Pyramids - HHMI,HHMI Click & Learn,https://www.biointeractive.org/classroom-resources/exploring-biomass-pyramids,,,yes,1,,,,,,,HHMI BioInteractive,3.5
3.6,video,Food Chains and Food Webs,Khan Academy Ecology,https://www.khanacademy.org/science/ap-biology/ecology-ap/energy-flow-through-ecosystems/v/food-chains-and-food-webs,,,yes,1,,,,,,,,3.5
3.6,reading,Food Chains and Food Webs - CK-12,CK-12,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/21.4/primary/lesson/food-chains-and-food-webs-bio/,,,yes,1,,,,,,,,3.5
3.6,interactive,Food Web Builder Interactive,National Geographic Education,https://education.nationalgeographic.org/resource/food-web/,,,yes,1,,,,,,,,3.5
3.6,worksheet,Food Web Label II Worksheet,Biology Corner Ecology,https://www.biologycorner.com/worksheets/,,,yes,1,,,,,,,,3.5
3.6,simulation,Food Web Simulation - Concord Consortium,Concord Consortium,https://concord.org/teaching-with-models/food-webs/,,,yes,1,,,,,,,,3.5
3.6,worksheet,Food Web Worksheet,Biology Corner Ecology,https://www.biologycorner.com/worksheets/foodweb.html,,,yes,1,,,,,,,,3.5
3.6,worksheet,Food Web Worksheet - Biology Corner,Biology Corner Ecology,https://www.biologycorner.com/worksheets/ecology/,,,yes,1,,,,,,,,3.5
3.6,video,Food Webs - Amoeba Sisters,Amoeba Sisters,https://www.youtube.com/watch?v=LJJq2dRdOkM,,,yes,1,,,,,,,Amoeba Sisters,3.5
3.6,interactive,Food Webs Interactive - HHMI BioInteractive,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/food-webs,,,yes,1,,,,,,,HHMI BioInteractive,3.5
3.6,video,Food Webs and Energy Pyramids - Bozeman Science,Bozeman Science Ecology,https://www.youtube.com/@baborozeman,,,yes,1,,,,,,,,3.5
3.6,worksheet,Food Webs and Energy Pyramids Worksheet - Biology Corner,Biology Corner,https://www.biologycorner.com/worksheets/food_web.html,,,yes,1,,,,,,,,3.5
3.6,reading,Food Webs and Food Chains - CK-12,CK-12 Ecology,https://www.ck12.org/biology/food-webs-and-food-chains/,,,yes,1,,,,,,,,3.5
3.6,lab,Labster - Ecosystem Dynamics Virtual Lab,Labster Ecology,https://www.labster.com/simulations/ecosystem-dynamics,,,yes,1,,,,,,,,3.5
3.6,simulation,The Virtual Ecosystem - Concord Consortium,Concord Consortium,https://learn.concord.org/resources/165/the-virtual-ecosystem,,,yes,1,,,,,,,,3.5
3.6,reading,Food Webs - LibreTexts,LibreTexts,https://bio.libretexts.org/Bookshelves/Ecology/Environmental_Science,,,,2,,,,,,,,3.5
3.6,audio,Radiolab: Ecological Webs,Radiolab/WNYC,https://radiolab.org/episodes/food-chains,,,,2,,,,,,,,3.5
3.6,audio,Radiolab: Emergence and Food Webs,Radiolab Environment,https://radiolab.org/,,,,2,,,,,,,,3.5
3.7,simulation,Water Cycle Interactive - NOAA,NOAA,https://www.noaa.gov/education/resource-collections/freshwater/water-cycle,,,yes,1,,,,,,,,
3.7,video,Water Cycle Reservoirs,Khan Academy Ecology,https://www.khanacademy.org/science/ap-biology/ecology-ap/biogeochemical-cycles/v/water-cycle,,,yes,1,,,,,,,,
3.7,reading,Water Cycle Reservoirs - USGS Water Science,USGS,https://www.usgs.gov/special-topics/water-science-school/science/water-cycle,,,yes,1,,,,,,,,
3.7,lab,"Water Cycle Reservoirs Lab: Measure water storage in oceans, ice, groundwater",NASA,https://climate.nasa.gov/interactives/water-cycle/,,,yes,1,,,,,,,,
3.7,worksheet,Water Cycle Reservoirs Worksheet,CK-12 Ecology Worksheets,https://www.ck12.org/earth-science/water-cycle/,,,yes,1,,,,,,,,
3.7,worksheet,Water Cycle Reservoirs Worksheet - USGS,USGS,https://www.usgs.gov/special-topics/water-science-school,,,yes,1,,,,,,,,
3.7,reading,"Water Cycle Reservoirs: Oceans, glaciers, and groundwater storage",USGS,https://www.usgs.gov/special-topics/water-science-school/science/where-earths-water,,,yes,1,,,,,,,,
3.7,video,Water Resources - Bozeman Science APES #005,Bozeman Science,http://www.bozemanscience.com/ap-es-005-water-resources,,,yes,1,,,,,,,Bozeman Science APES,
3.7,video,Where is All the Water on Earth,MinuteEarth,https://www.youtube.com/watch?v=w1Qb_4BqFKE,,,yes,1,,,,,,,MinuteEarth,
3.7,audio,How to Save a Planet: Where Water Goes,Gimlet/Spotify,https://open.spotify.com/show/1KzrasExlM5dgMYwgFHns6,,,,2,,,,,,,,
3.7,lab,SERC Water Reservoirs Lab: Quantify water distribution across reservoirs,SERC,https://serc.carleton.edu/integrate/teaching_materials/water_reservoirs/,,,,2,,,,,,,,
3.7,game,Water Reservoirs Game,PBS Learning Games,https://www.pbslearningmedia.org/subjects/science/earth-and-space-science/,,,,2,,,,,,,,
3.7,audio,"Water Reservoirs: Oceans, glaciers, and groundwater stores",Warm Regards Podcast,https://warmregards.fireside.fm/,,,,2,,,,,,,,
3.8,video,How Mushrooms Make It Rain - MinuteEarth,MinuteEarth,https://www.youtube.com/c/minuteearth,,,yes,1,,,,,,,MinuteEarth,3.7
3.8,lab,Labster - Water Cycle Virtual Lab,Labster Ecology,https://www.labster.com/simulations/water-cycle,,,yes,1,,,,,,,,3.7
3.8,simulation,Model My Watershed: Teaching Environmental Sustainability,Concord Consortium,https://learn.concord.org/resources/1044/teaching-environmental-sustainability-model-my-watershed,,,yes,1,,,,,,,,3.7
3.8,game,PBS Water Cycle Game,PBS Learning Games,https://www.pbslearningmedia.org/resource/ess05.sci.ess.watcyc.watercycle/the-water-cycle/,,,yes,1,,,,,,,,3.7
3.8,video,The Hydrologic and Carbon Cycles - Crash Course Ecology #8,Crash Course,https://www.youtube.com/watch?v=2D7hZpIYlCA,,,yes,1,,,,,,,Crash Course Ecology,3.7
3.8,video,The Hydrologic and Carbon Cycles: Always Recycle! - Crash Course Ecology #8,Crash Course Ecology,https://www.youtube.com/watch?v=2D7hZpIYlCA&list=PL8dPuuaLjXtNdTKZkV_GiIYXpV9w4WxbX,,,yes,1,,,,,,,Crash Course Ecology,3.7
3.8,video,The Water Cycle - Bozeman Science,Bozeman Science Ecology,https://www.youtube.com/@baborozeman,,,yes,1,,,,,,,,3.7
3.8,reading,The Water Cycle - CK-12 Earth Science,CK-12 Ecology,https://www.ck12.org/earth-science/water-cycle/,,,yes,1,,,,,,,,3.7
3.8,video,The Water Cycle - NASA GPM,,https://gpm.nasa.gov/education/water-cycle,,,yes,1,,,,,,,,3.7
3.8,reading,The Water Cycle - NOAA Education,NOAA,https://www.noaa.gov/education/resource-collections/freshwater/water-cycle,,,yes,1,,,,,,,,3.7
3.8,game,Water Cycle Adventure Game,PBS Learning Games,https://www.pbslearningmedia.org/resource/ess05.sci.ess.watcyc.watercycle/the-water-cycle-game/,,,yes,1,,,,,,,,3.7
3.8,game,Water Cycle Challenge - PBS Learning Media,PBS Learning Games,https://www.pbslearningmedia.org/,,,yes,1,,,,,,,,3.7
3.8,game,Water Cycle Game - PBS Learning Media,PBS,https://pbslearningmedia.org/resource/water-cycle/,,,yes,1,,,,,,,,3.7
3.8,interactive,"Water Cycle Processes Interactive: Explore evaporation, condensation, precipitation",NASA,https://climate.nasa.gov/interactives/water-cycle/,,,yes,1,,,,,,,,3.7
3.8,audio,"Water Cycle Processes: Evaporation, condensation, and precipitation",Science Friday,https://www.sciencefriday.com/,,,yes,1,,,,,,,,3.7
3.8,lab,Water Cycle Virtual Lab - PhET,PhET,https://phet.colorado.edu/en/simulations/,,,yes,1,,,,,,,PhET Simulations,3.7
3.8,worksheet,Water Cycle Worksheet - CK-12,CK-12,https://flexbooks.ck12.org/cbook/ck-12-earth-science-for-high-school-flexbook-2.0/section/10.1/,,,yes,1,,,,,,,,3.7
3.8,worksheet,Water Cycle Worksheet - CK-12,CK-12 Ecology Worksheets,https://www.ck12.org/earth-science/,,,yes,1,,,,,,,,3.7
3.8,video,Where Did Earths Water Come From,MinuteEarth,https://www.youtube.com/watch?v=_LpkhFBMjJs,,,yes,1,,,,,,,MinuteEarth,3.7
3.8,video,Where Did Earths Water Come From?,MinuteEarth,https://www.youtube.com/watch?v=_LpMRlkzpDg,,,yes,1,,,,,,,MinuteEarth,3.7
3.8,simulation,Concord Consortium Water Cycle Model,Concord Consortium,https://concord.org/our-work/research-projects/water-cycle/,,,,2,,,,,,,,3.7
3.8,lab,HHMI Water Cycle Data Lab,HHMI BioInteractive Labs,https://www.biointeractive.org/classroom-resources/,,,,2,,,,,,,HHMI BioInteractive,3.7
3.8,audio,How to Save a Planet: Water Cycle,Gimlet/Spotify,https://open.spotify.com/show/1KzrasExlM5dgMYwgFHns6,,,,2,,,,,,,,3.7
3.9,video,Can We Capture Greenhouse Gases? - CC Climate #7,Crash Course Climate,https://www.youtube.com/watch?v=bjIXPPlg1TQ,,,yes,1,,,,,,,,3.1B
3.9,simulation,Carbon Cycle Simulation - Concord Consortium,Concord Consortium,https://concord.org/teaching-with-models/carbon-cycle/,,,yes,1,,,,,,,,3.1B
3.9,game,Carbon Reservoir Challenge: Quantify and compare carbon storage,NASA Climate Kids,https://climatekids.nasa.gov/carbon/,,,yes,1,,,,,,,,3.1B
3.9,lab,Carbon Reservoirs Lab: Quantify carbon stocks in different Earth systems,NASA,https://climate.nasa.gov/interactives/carbon-reservoirs/,,,yes,1,,,,,,,,3.1B
3.9,worksheet,Carbon Reservoirs Worksheet,CK-12 Ecology Worksheets,https://www.ck12.org/earth-science/carbon-cycle/,,,yes,1,,,,,,,,3.1B
3.9,video,Carbon Reservoirs and the Carbon Cycle,Khan Academy Ecology,https://www.khanacademy.org/science/ap-biology/ecology-ap/biogeochemical-cycles/v/carbon-cycle,,,yes,1,,,,,,,,3.1B
3.9,reading,Carbon Reservoirs: Where Earth stores carbon and how much,NASA Earth Observatory,https://earthobservatory.nasa.gov/features/CarbonCycle/page2.php,,,yes,1,,,,,,,,3.1B
3.9,interactive,HHMI BioInteractive: The Carbon Cycle Click and Learn,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/carbon-cycle,,,yes,1,,,,,,,HHMI BioInteractive,3.1B
3.9,video,The Carbon Cycle - Crash Course Ecology #8,Crash Course,https://www.youtube.com/watch?v=2D7hZpIYlCA,,,yes,1,,,,,,,Crash Course Ecology,3.1B
3.9,video,Carbon Reservoirs - NASA,NASA,https://www.youtube.com/watch?v=LgnGRCaQdFI,,,,2,,,,,,,,3.1B
3.9,reading,Carbon Reservoirs - NASA Earth Observatory,NASA,https://earthobservatory.nasa.gov/features/CarbonCycle,,,,2,,,,,,,,3.1B
3.9,game,Carbon Reservoirs Quiz Game,Legends of Learning Ecology,https://www.legendsoflearning.com/learning-objectives/carbon-cycle/,,,,2,,,,,,,,3.1B
3.9,audio,Carbon Reservoirs: Where Earth stores its carbon,Warm Regards Podcast,https://warmregards.fireside.fm/,,,,2,,,,,,,,3.1B
3.9,lab,Global Carbon Budget Virtual Lab: Track carbon between reservoirs,Global Carbon Project,https://www.globalcarbonproject.org/carbonbudget/,,,,2,,,,,,,,3.1B
3.9,audio,How to Save a Planet: Carbon Cycle,Gimlet/Spotify,https://open.spotify.com/show/1KzrasExlM5dgMYwgFHns6,,,,2,,,,,,,,3.1B
3.9,video,Carbon Reservoirs and Fluxes - IPCC AR6,,https://www.ipcc.ch/report/ar6/wg1/chapter/chapter-5/,,,,3,,,,,,,,3.1B
3.11,simulation,Carbon Cycle Fast vs Slow Simulation: Compare carbon fluxes across timescales,NASA,https://climate.nasa.gov/interactives/carbon-cycle/,,,yes,1,,,,,,,,3.1B
3.11,lab,Carbon Cycle Lab: Compare fast and slow carbon fluxes,Concord Consortium,https://learn.concord.org/resources/carbon-cycle,,,yes,1,,,,,,,,3.1B
3.11,simulation,Carbon Cycle Simulation - Concord Consortium,Concord Consortium,https://concord.org/teaching-with-models/carbon-cycle/,,,yes,1,,,,,,,,3.1B
