topic_code,type,title,provider,url,duration,notes,is_primary,rank,pace,lod,breadth,dok,wida,visuals,series,prereq
3.3,video,Ionic Bonding Part 2,Tyler DeWitt,https://www.youtube.com/watch?v=5EwmedLuRmw,,,,,,,,,,,Tyler DeWitt Chemistry,
6.6a,video,Mole Ratio,Tyler DeWitt,https://www.youtube.com/watch?v=S6UQX7ZdkTg,,,,,,,,,,,Tyler DeWitt Chemistry,
8.4a,video,"Molarity, Molality, Volume & Mass Percent, Mole Fraction - Solution Concentration",The Organic Chemistry Tutor,https://www.youtube.com/watch?v=O_nyEj_hZzg,,Not ELL-friendly,,,,,,,,,,
5.4b,video,Classifying Types of Chemical Reactions,Tyler DeWitt,https://www.youtube.com/watch?v=aMU1RaRulSo,,,,,,,,,,,Tyler DeWitt Chemistry,
7.8a,simulation,Gas Properties,PhET,https://phet.colorado.edu/en/simulations/gas-properties,,,,,,,,,,,PhET Simulations,
6.6b,video,Mole Ratio,Tyler DeWitt,https://www.youtube.com/watch?v=S6UQX7ZdkTg,,,,,,,,,,,Tyler DeWitt Chemistry,
8.4b,video,"Molarity, Molality, Volume & Mass Percent, Mole Fraction - Solution Concentration",The Organic Chemistry Tutor,https://www.youtube.com/watch?v=O_nyEj_hZzg,,Not ELL-friendly,,,,,,,,,,
3.4,video,Ionic vs. Molecular (Covalent) Compounds,Tyler DeWitt,https://www.youtube.com/watch?v=PKA4CZwbZWU,,,,,,,,,,,Tyler DeWitt Chemistry,
7.1,simulation,Gases Intro,PhET,https://phet.colorado.edu/en/simulations/gases-intro,,,,,,,,,,,PhET Simulations,
5.5a,video,Classifying Types of Chemical Reactions Practice,Tyler DeWitt,https://www.youtube.com/watch?v=2qX9MOQOmAM,,,,,,,,,,,Tyler DeWitt Chemistry,
6.8a,video,Stoichiometry - Chemistry for Massive Creatures: Crash Course Chemistry #6,Crash Course,https://www.youtube.com/watch?v=UL1jmJaUkaQ,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
8.5a,video,What's the Difference Between Molarity and Molality?,Tyler DeWitt,https://www.youtube.com/watch?v=96oNrVnTk50,,,,,,,,,,,Tyler DeWitt Chemistry,
3.4,video,Types of Chemical Bonds: Crash Course Chemistry #22,Crash Course,https://www.youtube.com/watch?v=QXT4OVM4vXI,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
9.3,simulation,pH Scale,PhET,https://phet.colorado.edu/en/simulations/ph-scale,,,,,,,,,,,PhET Simulations,
6.8b,video,Stoichiometry - Chemistry for Massive Creatures: Crash Course Chemistry #6,Crash Course,https://www.youtube.com/watch?v=UL1jmJaUkaQ,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
5.5b,video,Classifying Types of Chemical Reactions Practice,Tyler DeWitt,https://www.youtube.com/watch?v=2qX9MOQOmAM,,,,,,,,,,,Tyler DeWitt Chemistry,
8.5b,video,What's the Difference Between Molarity and Molality?,Tyler DeWitt,https://www.youtube.com/watch?v=96oNrVnTk50,,,,,,,,,,,Tyler DeWitt Chemistry,
3.5,video,Lewis Dot Structures,Professor Dave Explains,https://www.youtube.com/watch?v=Sk7W2VgbhOg,,Not ELL-friendly,,,,,,,,,,
9.1a,simulation,Acid-Base Solutions,PhET,https://phet.colorado.edu/en/simulations/acid-base-solutions,,,,,,,,,,,PhET Simulations,
5.6,video,Classifying Types of Chemical Reactions,Tyler DeWitt,https://www.youtube.com/watch?v=aMU1RaRulSo,,,,,,,,,,,Tyler DeWitt Chemistry,
6.9a,video,Limiting and Excess Reactant (Part 1),Tyler DeWitt,https://www.youtube.com/watch?v=r1g1Z9Da1Vc,,,,,,,,,,,Tyler DeWitt Chemistry,
2.4a,game,Periodic Table Challenge Game,AACT,https://teachchemistry.org/classroom-resources/periodic-table-challenge-game,,,,,,,,,,,,
8.6,video,What's the Difference Between Molarity and Molality?,Tyler DeWitt,https://www.youtube.com/watch?v=96oNrVnTk50,,,,,,,,,,,Tyler DeWitt Chemistry,
3.6,video,VSEPR Theory Introduction,Tyler DeWitt,https://www.youtube.com/watch?v=nxebQZUVvTg,,,,,,,,,,,Tyler DeWitt Chemistry,
8.5b,simulation,Concentration,PhET,https://phet.colorado.edu/en/simulations/concentration,,,,,,,,,,,PhET Simulations,
5.7a,video,Endothermic and Exothermic Reactions,Professor Dave Explains,https://www.youtube.com/watch?v=08kGgrqaZXA,,Not ELL-friendly,,,,,,,,,,
6.9b,video,Limiting and Excess Reactant (Part 2),Tyler DeWitt,https://www.youtube.com/watch?v=Mlu_v8rE1TY,,,,,,,,,,,Tyler DeWitt Chemistry,
2.4c,game,Periodic Table Puzzle,Planeta42,https://planeta42.com/chemistry/periodicpuzzle/,,,,,,,,,,,,
8.7a,video,Molality and Colligative Properties,Professor Dave Explains,https://www.youtube.com/watch?v=hOhgXRukRDg,,Not ELL-friendly,,,,,,,,,,
3.6,video,VSEPR Theory and Molecular Geometry,Professor Dave Explains,https://www.youtube.com/watch?v=Q9-JjyAEqnU,,Not ELL-friendly,,,,,,,,,,
8.5a,simulation,Molarity,PhET,https://phet.colorado.edu/en/simulations/molarity,,,,,,,,,,,PhET Simulations,
5.7b,video,Endothermic and Exothermic Reactions,Professor Dave Explains,https://www.youtube.com/watch?v=08kGgrqaZXA,,Not ELL-friendly,,,,,,,,,,
6.9b,video,Limiting and Excess Reactant (Part 3),Tyler DeWitt,https://www.youtube.com/watch?v=N0dTXcoHI-I,,,,,,,,,,,Tyler DeWitt Chemistry,
8.7b,video,Osmotic Pressure Problems - Chemistry - Colligative Properties,The Organic Chemistry Tutor,https://www.youtube.com/watch?v=7ZtViSb7eME,,Not ELL-friendly,,,,,,,,,,
3.3,game,Collisions: Ionic Bonding Game,Playmada Games,https://www.k12.playmada.com/ionic-bonding-game/,,,,,,,,,,,,
3.7a,video,Ionic Bonding Part 3 & Electronegativity,Tyler DeWitt,https://www.youtube.com/watch?v=RkZNYuSho0M,,,,,,,,,,,Tyler DeWitt Chemistry,
8.6,simulation,Beer's Law Lab,PhET,https://phet.colorado.edu/en/simulations/beers-law-lab,,,,,,,,,,,PhET Simulations,
6.10a,video,Stoichiometry - Chemistry for Massive Creatures: Crash Course Chemistry #6,Crash Course,https://www.youtube.com/watch?v=UL1jmJaUkaQ,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
5.8a,video,Factors Affecting the Rate of Reaction,Lumen Learning,https://www.youtube.com/watch?v=UWkzS-HaxZE,,Not ELL-friendly,,,,,,,,,,
8.8,video,"Molarity, Molality, Volume & Mass Percent, Mole Fraction - Solution Concentration",The Organic Chemistry Tutor,https://www.youtube.com/watch?v=O_nyEj_hZzg,,Not ELL-friendly,,,,,,,,,,
3.4,game,Collisions: Covalent Bonding Game,Playmada Games,https://www.k12.playmada.com/covalent-bonding-game/,,,,,,,,,,,,
3.7a,video,Periodic Trends: Electronegativity,Professor Dave Explains,https://www.youtube.com/watch?v=hePb00CqvP0,,Not ELL-friendly,,,,,,,,,,
2.4a,interactive,RSC Interactive Periodic Table,Royal Society of Chemistry,https://periodic-table.rsc.org,,,,,,,,,,,,
10.1a,simulation,Energy Forms and Changes,PhET,https://phet.colorado.edu/en/simulations/energy-forms-and-changes,,,,,,,,,,,PhET Simulations,
6.10b,video,Stoichiometry - Chemistry for Massive Creatures: Crash Course Chemistry #6,Crash Course,https://www.youtube.com/watch?v=UL1jmJaUkaQ,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
9.1a,video,Acid-Base Reactions in Solution: Crash Course Chemistry #8,Crash Course,https://www.youtube.com/watch?v=ANi709MYnWg,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
3.5,game,Lewis Structure Builder,NC State University,https://go.distance.ncsu.edu/lewis-structure-builder/,,,,,,,,,,,,
5.8b,video,Introduction to Collision Theory,Ben's Chem Videos,https://www.youtube.com/watch?v=f0YFQMbHXKc,,Not ELL-friendly,,,,,,,,,,
2.4a,interactive,PubChem Periodic Table,NIH / NCBI,https://pubchem.ncbi.nlm.nih.gov/periodic-table/,,,,,,,,,,,,
3.7b,video,Polar & Non-Polar Molecules: Crash Course Chemistry #23,Crash Course,https://www.youtube.com/watch?v=PVL24HAesnc,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
6.9a,simulation,"Reactants, Products and Leftovers",PhET,https://phet.colorado.edu/en/simulations/reactants-products-and-leftovers,,,,,,,,,,,PhET Simulations,
7.1,video,Gas Pressure (Part 1),Tyler DeWitt,https://www.youtube.com/watch?v=zvh9uv2Hxx4,,,,,,,,,,,Tyler DeWitt Chemistry,
3.5,game,Lewis Electron Dot Structures Concept Builder,The Physics Classroom,https://www.physicsclassroom.com/Concept-Builders/Chemistry/Lewis-Structures,,Not ELL-friendly,,,,,,,,,,
9.1b,video,Acid-Base Reactions in Solution: Crash Course Chemistry #8,Crash Course,https://www.youtube.com/watch?v=ANi709MYnWg,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
3.6,interactive,MolView - 3D Molecule Viewer,MolView,https://molview.org/,,,,,,,,,,,,
3.7b,video,Polar and Nonpolar Molecules,Professor Dave Explains,https://www.youtube.com/watch?v=PoQjsnQmxok,,Not ELL-friendly,,,,,,,,,,
3.7a,simulation,Molecule Polarity,PhET,https://phet.colorado.edu/en/simulations/molecule-polarity,,,,,,,,,,,PhET Simulations,
7.2a,video,Gas Pressure (Part 1),Tyler DeWitt,https://www.youtube.com/watch?v=zvh9uv2Hxx4,,,,,,,,,,,Tyler DeWitt Chemistry,
4.1a,game,Naming Ionic and Molecular Compounds Game,Quia,https://www.quia.com/rr/180365.html,,Not ELL-friendly,,,,,,,,,,
9.2a,video,Acid-Base Reactions in Solution: Crash Course Chemistry #8,Crash Course,https://www.youtube.com/watch?v=ANi709MYnWg,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
3.5,interactive,Lewis Structure Builder,NC State University,https://go.distance.ncsu.edu/lewis-structure-builder/,,,,,,,,,,,,
2.1a,simulation,Atomic Structure - Labster,Labster,https://www.labster.com/simulations/atomic-structure,,Access: paid; Not ELL-friendly,,,,,,,,,Labster Virtual Labs,
5.3a,game,Balancing Chemical Equations Game,SciChamp,https://scichamp.com/balancing-chemical-equations-game/,,,,,,,,,,,,
2.4b,interactive,INL Interactive Periodic Table,Idaho National Laboratory,https://inl.gov/periodic-table/,,,,,,,,,,,,
9.2b,video,Naming Acids Introduction,Tyler DeWitt,https://www.youtube.com/watch?v=5Jb2u9ihfm4,,,,,,,,,,,Tyler DeWitt Chemistry,
6.8a,lab,Stoichiometry - Determining Stoichiometric Coefficients,ChemCollective,https://chemcollective.org/activities/vlab/77,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
7.2b,video,Gas Pressure (Part 2),Tyler DeWitt,https://www.youtube.com/watch?v=GjWs_MzoLbA,,,,,,,,,,,Tyler DeWitt Chemistry,
9.7a,simulation,Titration - Labster,Labster,https://www.labster.com/simulations/titration,,Access: paid; Not ELL-friendly,,,,,,,,,Labster Virtual Labs,
3.6,interactive,MolView Molecule Builder,MolView,https://builder.molview.org/,,,,,,,,,,,,
5.3a,game,Balancing Chemical Equations Simulator,SimPop,https://simpop.org/reactions/reactions.htm,,,,,,,,,,,,
9.7a,lab,Standardization of NaOH with KHP (Titration),ChemCollective,https://chemcollective.org/vlab/101,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
9.3,video,pH and pOH: Crash Course Chemistry #30,Crash Course,https://www.youtube.com/watch?v=LS67vS10O5Y,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
7.2c,video,Gas Laws - Equations and Formulas,The Organic Chemistry Tutor,https://www.youtube.com/watch?v=W2g2iP83JoI,,Not ELL-friendly,,,,,,,,,,
5.3a,interactive,Double Replacement Reactions,InteractiveChemistry.org,https://interactivechemistry.org/,,,,,,,,,,,,
6.1a,simulation,Stoichiometric Calculations - Labster,Labster,https://www.labster.com/simulations/stoichiometric-calculations,,Access: paid; Not ELL-friendly,,,,,,,,,Labster Virtual Labs,
2.4a,game,Interactive Periodic Table Game,RSC Education,https://edu.rsc.org/resources/interactive-periodic-table-game/1113.article,,,,,,,,,,,,
9.1a,lab,Strong Acid and Base Problems,ChemCollective,https://chemcollective.org/vlab/98,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
9.4a,video,pH and pOH: Crash Course Chemistry #30,Crash Course,https://www.youtube.com/watch?v=LS67vS10O5Y,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
7.3,video,Kinetic Molecular Theory (Part 1),Tyler DeWitt,https://www.youtube.com/watch?v=fIMdIMACyN4,,,,,,,,,,,Tyler DeWitt Chemistry,
2.6,interactive,ChemTalk Interactive Periodic Table,ChemTalk,https://chemistrytalk.org/interactive-periodic-table/,,,,,,,,,,,,
9.5,lab,Weak Acid and Base Problems,ChemCollective,https://chemcollective.org/vlab/99,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
2.4b,game,P42 Chemistry Learning Games,Planeta42,https://planeta42.com/chemistry/,,,,,,,,,,,,
9.1a,simulation,Acids and Bases - Labster,Labster,https://www.labster.com/simulations/acids-and-bases,,Access: paid; Not ELL-friendly,,,,,,,,,Labster Virtual Labs,
9.4b,video,pH and pOH: Crash Course Chemistry #30,Crash Course,https://www.youtube.com/watch?v=LS67vS10O5Y,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
7.4,video,Boyle's Law,Tyler DeWitt,https://www.youtube.com/watch?v=ZoGtVVu3ymQ,,,,,,,,,,,Tyler DeWitt Chemistry,
8.6,lab,Glucose Dilution Problem,ChemCollective,https://chemcollective.org/activities/vlab/2,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
3.4,interactive,Covalent Bonding 2D Molecular Models,InteractiveChemistry.org,https://interactivechemistry.org/2-DMolecularModels/,,,,,,,,,,,,
1.6a,game,Elements or Compounds Game Quiz,Ecosystem for Kids,https://www.ecosystemforkids.com/elements-or-compounds-chemistry-game.html,,,,,,,,,,,,
7.8a,simulation,Ideal Gas Law - Labster,Labster,https://www.labster.com/simulations/ideal-gas-law,,Access: paid; Not ELL-friendly,,,,,,,,,Labster Virtual Labs,
9.5,video,Acid-Base Reactions in Solution: Crash Course Chemistry #8,Crash Course,https://www.youtube.com/watch?v=ANi709MYnWg,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
7.5,video,Charles's Law,Tyler DeWitt,https://www.youtube.com/watch?v=oIfFoiwRCVE,,,,,,,,,,,Tyler DeWitt Chemistry,
8.5b,lab,Creating a Stock Solution (Autograded),ChemCollective,https://chemcollective.org/activities/autograded/107,,Not ELL-friendly,,,,,,,,,ChemCollective Virtual Labs,
3.3,interactive,Ionic Bonding Interactive,Learner.org,https://www.learner.org/wp-content/interactive/periodic/bonding/,,,,,,,,,,,,
5.1b,game,Chemical and Physical Changes,Legends of Learning,https://app.legendsoflearning.com/assignments/d1eeccce/chemical-and-physical-changes,,Access: freemium,,,,,,,,,,
5.3a,simulation,Balancing Chemical Equations - CK-12,CK-12,https://interactives.ck12.org/simulations/chemistry/balancing-chemical-equations/app/index.html,,,,,,,,,,,CK-12 FlexBooks,
9.7a,video,Acid Base Neutralization Reactions & Net Ionic Equations,The Organic Chemistry Tutor,https://www.youtube.com/watch?v=UfTJrAPjeys,,Not ELL-friendly,,,,,,,,,,
7.6,video,Gas Laws - Equations and Formulas,The Organic Chemistry Tutor,https://www.youtube.com/watch?v=W2g2iP83JoI,,Not ELL-friendly,,,,,,,,,,
9.7b,lab,RSC Titration Screen Experiment,Royal Society of Chemistry,https://virtual.edu.rsc.org/titration/experiment/2/6,,,,,,,,,,,,
5.7a,game,Energy in Chemical Processes Games,Legends of Learning,https://www.legendsoflearning.com/learning-objectives/energy-in-chemical-processes-science-games/,,Access: freemium,,,,,,,,,,
2.4a,audio,Chemistry in its Element - Periodic Table Podcast,Royal Society of Chemistry,https://www.rsc.org/periodic-table/podcast/1/Hydrogen,,Not ELL-friendly,,,,,,,,,,
5.3a,simulation,ChemReaX - Chemical Reaction Modeling,Science By Simulation,https://www.sciencebysimulation.com/chemreax.aspx,,Not ELL-friendly,,,,,,,,,,
9.7b,video,Acid Base Neutralization Reactions & Net Ionic Equations,The Organic Chemistry Tutor,https://www.youtube.com/watch?v=UfTJrAPjeys,,Not ELL-friendly,,,,,,,,,,
10.4,lab,Calorimetry Lab,Beyond Labz,https://www.beyondlabz.com/chem-labs,,Access: paid; Not ELL-friendly,,,,,,,,,,
7.7,video,Combined Gas Laws,Tyler DeWitt,https://www.youtube.com/watch?v=bftkRnTcFj8,,,,,,,,,,,Tyler DeWitt Chemistry,
1.1,audio,Chemistry For Your Life - Why Chemistry Matters,Chemistry For Your Life,https://chemforyourlife.transistor.fm/,,Not ELL-friendly,,,,,,,,,,
2.2c,simulation,Isotopes and Atomic Mass,PhET,https://phet.colorado.edu/en/simulations/isotopes-and-atomic-mass,,,,,,,,,,,PhET Simulations,
4.6,game,Nomenclature of Organic Compounds Game,SciChamp,https://scichamp.com/nomenclature-of-organic-compounds-game/,,Not ELL-friendly,,,,,,,,,,
9.8,video,pH and pOH: Crash Course Chemistry #30,Crash Course,https://www.youtube.com/watch?v=LS67vS10O5Y,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
7.8a,lab,Gases Lab,Beyond Labz,https://www.beyondlabz.com/chem-labs,,Access: paid; Not ELL-friendly,,,,,,,,,,
2.4c,audio,Chemistry in its Element - Element Episodes,Royal Society of Chemistry,https://www.rsc.org/periodic-table/podcast/1/Hydrogen,,Not ELL-friendly,,,,,,,,,,
7.8a,video,The Ideal Gas Law: Crash Course Chemistry #12,Crash Course,https://www.youtube.com/watch?v=BxUS1K7xu30,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
1.4,simulation,States of Matter,PhET,https://phet.colorado.edu/en/simulations/states-of-matter,,,,,,,,,,,PhET Simulations,
9.9,video,Acid-Base Reactions in Solution: Crash Course Chemistry #8,Crash Course,https://www.youtube.com/watch?v=ANi709MYnWg,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
1.4,audio,Tiny Matters - How Tiny Things Have Outsized Impacts,American Chemical Society,https://www.acs.org/pressroom/tiny-matters.html,,Not ELL-friendly,,,,,,,,,,
8.7b,lab,Freezing Point Depression Lab,NANSLO,https://www.skillscommons.org/handle/taaccct/5694,,Not ELL-friendly,,,,,,,,,,
9.5,simulation,Acid-Base Solutions,PhET,https://phet.colorado.edu/en/simulations/acid-base-solutions,,,,,,,,,,,PhET Simulations,
7.8a,video,Ideal Gas Law Intro,Tyler DeWitt,https://www.youtube.com/watch?v=WhP6zJbSxec,,,,,,,,,,,Tyler DeWitt Chemistry,
10.1a,video,Energy & Chemistry: Crash Course Chemistry #17,Crash Course,https://www.youtube.com/watch?v=GqtUWyDR1fg,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
1.2,worksheet,Lab Safety Worksheet,Carolina Biological,https://www.carolina.com/teacher-resources/Document/lab-safety-worksheet/tr39129.tr,,Not ELL-friendly,,,,,,,,,,
10.1b,video,Energy & Chemistry: Crash Course Chemistry #17,Crash Course,https://www.youtube.com/watch?v=GqtUWyDR1fg,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
2.1a,audio,Chemistry Made Simple - A-Level Chemistry Topics,Chemistry Made Simple,https://open.spotify.com/show/5wP2OcshulGdYj42JibP1D,,Not ELL-friendly,,,,,,,,,,
7.8b,video,Ideal Gas Law Practice Problems,Tyler DeWitt,https://www.youtube.com/watch?v=TqLlfHBFY08,,,,,,,,,,,Tyler DeWitt Chemistry,
1.2,worksheet,Science Laboratory Worksheets,Science Notes,https://sciencenotes.org/science-laboratory-worksheets/,,Not ELL-friendly,,,,,,,,,,
10.2,video,Endothermic and Exothermic Reactions,Professor Dave Explains,https://www.youtube.com/watch?v=08kGgrqaZXA,,Not ELL-friendly,,,,,,,,,,
5.1a,audio,Distillations - Science History Podcast,Science History Institute,https://www.sciencehistory.org/stories/distillations-pod/,,Not ELL-friendly,,,,,,,,,,
7.8b,video,Ideal Gas Problems: Crash Course Chemistry #13,Crash Course,https://www.youtube.com/watch?v=8SRAkXMu3d0,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
2.1a,worksheet,Free Printable Atomic Structure Worksheets,Chemistry Learner,https://www.chemistrylearner.com/worksheets/atomic-structure-worksheets,,Not ELL-friendly,,,,,,,,,,
10.3,video,Intro to Thermochemistry and Enthalpy,Tyler DeWitt,https://www.youtube.com/watch?v=g6zUA-3f8pw,,,,,,,,,,,Tyler DeWitt Chemistry,
9.1a,audio,Let's Talk Chemistry - Science Podcast by ChemTalk,ChemTalk,https://chemistrytalk.org/podcast-episodes/,,Not ELL-friendly,,,,,,,,,,
7.9,video,Avogadro's Law,Tyler DeWitt,https://www.youtube.com/watch?v=i-vA9uLSf7Y,,,,,,,,,,,Tyler DeWitt Chemistry,
2.1a,worksheet,Atomic Structure Worksheet,GPB Education,https://www.gpb.org/sites/default/files/2020-04/atomstructurewkst.pdf,,Not ELL-friendly,,,,,,,,,,
10.4,video,Calorimetry: Crash Course Chemistry #19,Crash Course,https://www.youtube.com/watch?v=JuWtBR-rDQk,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
3.1,audio,Stereo Chemistry - Interviews with Chemists,C&EN / ACS,https://cen.acs.org/explore/podcasts/stereo-chemistry.html,,Not ELL-friendly; Low usability,,,,,,,,,,
2.4a,worksheet,Free Printable Periodic Table Worksheets,Chemistry Learner,https://www.chemistrylearner.com/worksheets/periodic-table-worksheets,,Not ELL-friendly,,,,,,,,,,
10.5,video,Thermochemical Equations Practice Problems,Tyler DeWitt,https://www.youtube.com/watch?v=8m_FCe5aCqY,,,,,,,,,,,Tyler DeWitt Chemistry,
10.1a,audio,The History of Chemistry Podcast,Steve Cohen,https://open.spotify.com/show/1mRu2vlljTRpgGbxn6YAZw,,Not ELL-friendly,,,,,,,,,,
3.3,worksheet,Free Printable Ionic Bonding Worksheets,Chemistry Learner,https://www.chemistrylearner.com/worksheets/ionic-bonding-worksheets,,Not ELL-friendly,,,,,,,,,,
10.6,video,Enthalpy: Crash Course Chemistry #18,Crash Course,https://www.youtube.com/watch?v=SV7U4yAXL5I,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
5.3a,worksheet,Balancing Chemical Equations Worksheet,Science Notes,https://sciencenotes.org/balancing-chemical-equations-worksheet/,,Not ELL-friendly,,,,,,,,,,
1.1,audio,Radiolab - Elements Episode,WNYC Studios,https://www.wnycstudios.org/podcasts/radiolab/episodes/elements,,Not ELL-friendly,,,,,,,,,,
10.7a,video,Heating Curve and Cooling Curve of Water,The Organic Chemistry Tutor,https://www.youtube.com/watch?v=ys2RHRiRc88,,Not ELL-friendly,,,,,,,,,,
6.1a,worksheet,Free Printable Mole Calculation Worksheets,Chemistry Learner,https://www.chemistrylearner.com/worksheets/mole-calculation-worksheets,,Not ELL-friendly,,,,,,,,,,
10.7b,video,Heating Curve and Cooling Curve of Water,The Organic Chemistry Tutor,https://www.youtube.com/watch?v=ys2RHRiRc88,,Not ELL-friendly,,,,,,,,,,
6.8a,worksheet,Free Printable Stoichiometry Worksheets,Chemistry Learner,https://www.chemistrylearner.com/worksheets/stoichiometry-worksheets,,Not ELL-friendly,,,,,,,,,,
10.8,video,Energy & Chemistry: Crash Course Chemistry #17,Crash Course,https://www.youtube.com/watch?v=GqtUWyDR1fg,,Not ELL-friendly,,,,,,,,,Crash Course Chemistry,
7.4,worksheet,Mixed Gas Laws Worksheet,Everett Community College,https://www.everettcc.edu/files/programs/arts/tutoring-center/chemistry/w338-mixed-gas-laws-worksheet.pdf,,Not ELL-friendly,,,,,,,,,,
9.1a,worksheet,Free Printable Acids and Bases Worksheets,Chemistry Learner,https://www.chemistrylearner.com/worksheets/acids-and-bases-worksheets,,Not ELL-friendly,,,,,,,,,,
4.1a,worksheet,Free Printable Naming Compounds Worksheets,Chemistry Learner,https://www.chemistrylearner.com/naming-compounds-worksheets,,Not ELL-friendly,,,,,,,,,,
4.1b,worksheet,Naming Ionic Compounds Practice with Answers,SFP Online,https://www.sfponline.org/uploads/71/Naming%20Practice%20with%20Answers.pdf,,Not ELL-friendly,,,,,,,,,,
6.1a,worksheet,Mole Calculations Worksheet 2,Everett Community College,https://www.everettcc.edu/files/programs/arts/tutoring-center/chemistry/w341-mole-calculations-worksheet-2.pdf,,Not ELL-friendly,,,,,,,,,,
8.5b,worksheet,Stoichiometry Worksheet 3,Everett Community College,https://www.everettcc.edu/files/programs/arts/tutoring-center/chemistry/w323-stoichiometry-worksheet-3.pdf,,Not ELL-friendly,,,,,,,,,,
6.1a,video,"How big is a mole? (Not the animal, the other one.) - Daniel Dulek",TED-Ed,https://ed.ted.com/lessons/daniel-dulek-how-big-is-a-mole-not-the-animal-the-other-one,,,,,,,,,,,TED-Ed,
2.4a,video,The genius of Mendeleev's periodic table - Lou Serico,TED-Ed,https://ed.ted.com/lessons/the-genius-of-mendeleev-s-periodic-table-lou-serico,,,,,,,,,,,TED-Ed,
3.6,video,What is the shape of a molecule? - George Zaidan and Charles Morton,TED-Ed,https://ed.ted.com/lessons/what-is-the-shape-of-a-molecule-george-zaidan-and-charles-morton,,,,,,,,,,,TED-Ed,
7.4,video,Describing the invisible properties of gas - Brian Bennett,TED-Ed,https://ed.ted.com/lessons/describing-the-invisible-properties-of-gas-brian-bennett,,,,,,,,,,,TED-Ed,
9.1a,video,The strengths and weaknesses of acids and bases - George Zaidan and Charles Morton,TED-Ed,https://ed.ted.com/lessons/the-strengths-and-weaknesses-of-acids-and-bases-george-zaidan-and-charles-morton,,,,,,,,,,,TED-Ed,
7.8a,video,"The ABCs of gas: Avogadro, Boyle, Charles - Brian Bennett",TED-Ed,https://ed.ted.com/lessons/the-abcs-of-gas-avogadro-boyle-charles-brian-bennett,,,,,,,,,,,TED-Ed,
3.4,video,Chemical bonding - High school chemistry,Khan Academy,https://www.khanacademy.org/science/hs-chemistry/x2613d8165d88df5e:chemical-bonding,,,,,,,,,,,,
6.8b,video,Stoichiometry: mass-to-mass and limiting reagent,Khan Academy,https://www.khanacademy.org/science/hs-chemistry-tx/x1ff71253c4e4a747:stoichiometry-and-the-mole/x1ff71253c4e4a747:stoichiometry/v/stoichiometry-mass-to-mass-and-limiting-reagent,,,,,,,,,,,,
9.1a,video,Intro to acids and bases - High school chemistry,Khan Academy,https://www.khanacademy.org/science/hs-chemistry/x2613d8165d88df5e:solutions-acids-and-bases/x2613d8165d88df5e:intro-to-acids-and-bases/v/intro-to-acids-and-bases,,,,,,,,,,,,
7.8a,video,The ideal gas law (PV = nRT) - AP Chemistry,Khan Academy,https://www.khanacademy.org/science/ap-chemistry-beta/x2eef969c74e0d802:intermolecular-forces-and-properties/x2eef969c74e0d802:ideal-gas-law/v/ideal-gas-equation-pv-nrt,,,,,,,,,,,,
7.8a,video,Using the ideal gas law to calculate a change in volume,Khan Academy,https://www.khanacademy.org/science/hs-chemistry/x2613d8165d88df5e:states-of-matter/x2613d8165d88df5e:gases/v/worked-example-using-the-ideal-gas-law-to-calculate-a-change-in-volume,,,,,,,,,,,,
10.3,video,Thermochemistry - High school chemistry,Khan Academy,https://www.khanacademy.org/science/hs-chemistry/x2613d8165d88df5e:thermochemistry,,,,,,,,,,,,
6.1a,video,Calculations using Avogadro's number (Part 1),Khan Academy,https://www.khanacademy.org/science/hs-chemistry/x2613d8165d88df5e:stoichiometry-and-the-mole/x2613d8165d88df5e:moles-and-molar-mass/v/calculations-using-avogadro-s-number-part-1,,,,,,,,,,,,
